Accession,Biosample,Kept,type,Nreads,NEWEVAL,X..contigs.....1000.bp.,X..contigs.....5000.bp.,X..contigs.....10000.bp.,X..contigs.....25000.bp.,X..contigs.....50000.bp.,Total.length.....0.bp.,Total.length.....1000.bp.,Total.length.....5000.bp.,Total.length.....10000.bp.,Total.length.....25000.bp.,Total.length.....50000.bp.,X..contigs,Largest.contig,N50.x,N75,L50,L75,X..N.s.per.100.kbp,X..predicted.genes.....0.bp.,X..predicted.genes.....300.bp.,X..predicted.genes.....1500.bp.,X..predicted.genes.....3000.bp.,X..total.reads,X..left,X..right,Mapped....,Properly.paired....,Avg..coverage.depth,Coverage....1x....,species,species_match,contig_count,N50.y,largest_contig,total_size,ambiguous_bases,QC_warnings,ST,virulence_score,resistance_score,num_resistance_classes,num_resistance_genes,Yersiniabactin,YbST,Colibactin,CbST,Aerobactin,AbST,Salmochelin,SmST,RmpADC,RmST,rmpA2,wzi,K_locus,K_locus_problems,K_locus_confidence,K_locus_identity,K_locus_missing_genes,O_locus,O_type,O_locus_problems,O_locus_confidence,O_locus_identity,O_locus_missing_genes,AGly_acquired,Col_acquired,Fcyn_acquired,Flq_acquired,Gly_acquired,MLS_acquired,Phe_acquired,Rif_acquired,Sul_acquired,Tet_acquired,Tgc_acquired,Tmt_acquired,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,truncated_resistance_hits,spurious_resistance_hits,Chr_ST,gapA,infB,mdh,pgi,phoE,rpoB,tonB,ybtS,ybtX,ybtQ,ybtP,ybtA,irp2,irp1,ybtU,ybtT,ybtE,fyuA,clbA,clbB,clbC,clbD,clbE,clbF,clbG,clbH,clbI,clbL,clbM,clbN,clbO,clbP,clbQ,iucA,iucB,iucC,iucD,iutA,iroB,iroC,iroD,iroN,rmpA,rmpD,rmpC,spurious_virulence_hits,GC,contigs,Genes,TotalLength,geneshet,Min,Q1,Median,Mean,Q3,Max,NAs,MashMedianrounded,type2
GCF_013348965.1,SAMN15186446,Yes,NCBI,NA,NA,6,6,5,4,4,5882289,5882289,5882289,5876693,5864723,5864723,6,5448829,5448829,5448829,1,1,0,5168 + 2 part,4705 + 2 part,724 + 0 part,67 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5448829,5448829,5882289,no,-,ST11,4,2,9,11,ybt 9; ICEKp3,503-1LV,-,0,iuc 1,1,-,0,rmp 1; KpVP-1,40,rmpA2_3-47%,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,rmtB,-,-,qnrS1,-,-,catII.2*,-,sul2,tet(A).v1,-,dfrA14.v2*,LAP-2;TEM-1D.v1^,-,CTX-M-65;SHV-12,-,KPC-2,SHV-11.v1^,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,305,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,2,3,2,iroN_1*-0%,57.02,6,5108,5882289,NA,0,0.00607761,0.0111761,0.00968789735366798,0.0123533,0.0195632,1,0.0112,BD
GCF_013348985.1,SAMN15186444,Yes,NCBI,NA,NA,6,6,5,4,4,5872065,5872065,5872065,5866469,5854499,5854499,6,5449193,5449193,5449193,1,1,0,5156 + 2 part,4695 + 2 part,724 + 0 part,67 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5449193,5449193,5872065,no,-,ST11,4,2,8,9,ybt 9; ICEKp3,503-1LV,-,0,iuc 1,1,-,0,rmp 1; KpVP-1,40,rmpA2_3-47%,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,-,-,-,qnrS1,-,-,catII.2*,-,sul2,tet(A).v1,-,dfrA14.v2*,LAP-2,-,CTX-M-65;SHV-12,-,KPC-2,SHV-11.v1^,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,305,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,2,3,2,iroN_1*-0%,57.04,6,5090,5872065,NA,0,0.00607761,0.0111761,0.00968789735366798,0.0123533,0.0195632,1,0.0112,BD
GCF_013349005.1,SAMN15186443,Yes,NCBI,NA,NA,6,6,5,4,4,5883488,5883488,5883488,5877892,5865921,5865921,6,5450029,5450029,5450029,1,1,0,5168 + 0 part,4706 + 0 part,727 + 0 part,67 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5450029,5450029,5883488,no,-,ST11,4,2,9,11,ybt 9; ICEKp3,503-1LV,-,0,iuc 1,1,-,0,rmp 1; KpVP-1,40,rmpA2_3-47%,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,rmtB,-,-,qnrS1,-,-,catII.2*,-,sul2,tet(A).v1,-,dfrA14.v2*,LAP-2;TEM-1D.v1^,-,CTX-M-65;SHV-12,-,KPC-2,SHV-11.v1^,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,305,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,2,3,2,iroN_1*-0%,57.02,6,5103,5883488,NA,0,0.00607761,0.0111761,0.00968789735366798,0.0123533,0.0195632,1,0.0112,BD
GCF_013349025.1,SAMN15186442,Yes,NCBI,NA,NA,6,6,5,4,4,5883673,5883673,5883673,5878077,5866107,5866107,6,5450212,5450212,5450212,1,1,0,5168 + 2 part,4704 + 2 part,724 + 0 part,67 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5450212,5450212,5883673,no,-,ST11,4,2,9,11,ybt 9; ICEKp3,503-1LV,-,0,iuc 1,1,-,0,rmp 1; KpVP-1,40,rmpA2_3-47%,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,rmtB,-,-,qnrS1,-,-,catII.2*,-,sul2,tet(A).v1,-,dfrA14.v2*,LAP-2;TEM-1D.v1^,-,CTX-M-65;SHV-12,-,KPC-2,SHV-11.v1^,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,305,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,2,3,2,iroN_1*-0%,57.02,6,5103,5883673,NA,0,0.00607761,0.0111761,0.00968789735366798,0.0123533,0.0195632,1,0.0112,BD
GCF_013349045.1,SAMN15186439,Yes,NCBI,NA,NA,6,6,5,4,4,5881004,5881004,5881004,5875408,5863438,5863438,6,5447537,5447537,5447537,1,1,0,5161 + 2 part,4699 + 2 part,725 + 0 part,67 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5447537,5447537,5881004,no,-,ST11,4,2,9,11,ybt 9; ICEKp3,503-1LV,-,0,iuc 1,1,-,0,rmp 1; KpVP-1,40,rmpA2_3-47%,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,rmtB,-,-,qnrS1,-,-,catII.2*,-,sul2,tet(A).v1,-,dfrA14.v2*,LAP-2;TEM-1D.v1^,-,CTX-M-65;SHV-12,-,KPC-2,SHV-11.v1^,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,305,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,2,3,2,iroN_1*-0%,57.02,6,5098,5881004,NA,0,0.00607761,0.0111761,0.00968789735366798,0.0123533,0.0195632,1,0.0112,BD
GCF_013349065.1,SAMN15186438,Yes,NCBI,NA,NA,6,6,5,4,4,5885324,5885324,5885324,5879728,5863797,5863797,6,5447900,5447900,5447900,1,1,0,5168 + 1 part,4704 + 1 part,728 + 0 part,67 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5447900,5447900,5885324,no,-,ST11,4,2,9,11,ybt 9; ICEKp3,503-1LV,-,0,iuc 1,1,-,0,rmp 1; KpVP-1,40,rmpA2_3-47%,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,rmtB,-,-,qnrS1,-,-,catII.2*,-,sul2,tet(A).v1,-,dfrA14.v2*,LAP-2;TEM-1D.v1^,-,CTX-M-65;SHV-12,-,KPC-2,SHV-11.v1^,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,305,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,2,3,2,iroN_1*-0%,57.03,6,5105,5885324,NA,0,0.00607761,0.0111761,0.00968789735366798,0.0123533,0.0195632,1,0.0112,BD
GCF_013349085.1,SAMN15186437,Yes,NCBI,NA,NA,6,6,5,4,4,5882292,5882292,5882292,5876696,5864726,5864726,6,5448829,5448829,5448829,1,1,0,5168 + 0 part,4703 + 0 part,725 + 0 part,67 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5448829,5448829,5882292,no,-,ST11,4,2,9,11,ybt 9; ICEKp3,503-1LV,-,0,iuc 1,1,-,0,rmp 1; KpVP-1,40,rmpA2_3-47%,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,rmtB,-,-,qnrS1,-,-,catII.2*,-,sul2,tet(A).v1,-,dfrA14.v2*,LAP-2;TEM-1D.v1^,-,CTX-M-65;SHV-12^,-,KPC-2,SHV-11.v1,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,305,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,2,3,2,iroN_1*-0%,57.02,6,5101,5882292,NA,0,0.00607761,0.0111761,0.00968789735366798,0.0123533,0.0195632,1,0.0112,BD
GCF_013378155.1,SAMN11514670,Yes,NCBI,NA,NA,3,3,3,3,3,5570083,5570083,5570083,5570083,5570083,5570083,3,5452021,5452021,5452021,1,1,0,4886 + 0 part,4471 + 0 part,690 + 0 part,73 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,3,5452021,5452021,5570083,no,-,ST11,1,2,8,15,ybt 10; ICEKp4,20-2LV,-,0,-,0,-,0,-,0,-,wzi75,KL105,none,Very high,99.99%,,O2v2,O2,none,Very high,98.45%,,aac(3)-IV^;aac(6')-Ib-cr.v2^;aadA2;aph(4)-Ia,-,-,qnrB4,-,mphA,catB3.v2,arr-3,sul1;sul1;sul1;sul2,-,-,-,DHA-1;OXA-1,-,-,-,OXA-48,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,16,12,4,3,3,420,519,3,10,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.25,3,4827,5570083,NA,0,0.004991,0.010314,0.00884965110397175,0.0114419,0.0197565,1,0.0103,BD
GCF_013378175.1,SAMN11514671,Yes,NCBI,NA,NA,3,3,3,3,3,5570301,5570301,5570301,5570301,5570301,5570301,3,5452268,5452268,5452268,1,1,0,4886 + 0 part,4472 + 0 part,691 + 0 part,73 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,3,5452268,5452268,5570301,no,-,ST11,1,2,8,15,ybt 10; ICEKp4,20-2LV,-,0,-,0,-,0,-,0,-,wzi75,KL105,none,Very high,99.99%,,O2v2,O2,none,Very high,98.45%,,aac(3)-IV^;aac(6')-Ib-cr.v2^;aadA2;aph(4)-Ia,-,-,qnrB4,-,mphA,catB3.v2,arr-3,sul1;sul1;sul1;sul2,-,-,-,DHA-1;OXA-1,-,-,-,OXA-48,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,16,12,4,3,3,420,519,3,10,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.25,3,4827,5570301,NA,0,0.004991,0.010314,0.00884965110397175,0.0114419,0.0197565,1,0.0103,BD
GCF_013378195.1,SAMN11514672,Yes,NCBI,NA,NA,3,3,3,3,3,5570513,5570513,5570513,5570513,5570513,5570513,3,5452451,5452451,5452451,1,1,0,4884 + 0 part,4468 + 0 part,692 + 0 part,73 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,3,5452451,5452451,5570513,no,-,ST11,1,2,8,15,ybt 10; ICEKp4,20-2LV,-,0,-,0,-,0,-,0,-,wzi75,KL105,none,Very high,99.99%,,O2v2,O2,none,Very high,98.45%,,aac(3)-IV^;aac(6')-Ib-cr.v2^;aadA2;aph(4)-Ia,-,-,qnrB4,-,mphA,catB3.v2,arr-3,sul1;sul1;sul1;sul2,-,-,-,DHA-1;OXA-1,-,-,-,OXA-48,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,16,12,4,3,3,420,519,3,10,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.25,3,4824,5570513,NA,0,0.004991,0.010314,0.00884965110397175,0.0114419,0.0197565,1,0.0103,BD
GCF_013378215.1,SAMN11514673,Yes,NCBI,NA,NA,3,3,3,3,3,5571068,5571068,5571068,5571068,5571068,5571068,3,5453228,5453228,5453228,1,1,0,4884 + 0 part,4469 + 0 part,692 + 0 part,73 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,3,5453228,5453228,5571068,no,-,ST11,1,2,8,15,ybt 10; ICEKp4,20-2LV,-,0,-,0,-,0,-,0,-,wzi75,KL105,none,Very high,99.99%,,O2v2,O2,none,Very high,98.45%,,aac(3)-IV^;aac(6')-Ib-cr.v2^;aadA2;aph(4)-Ia,-,-,qnrB4,-,mphA,catB3.v2,arr-3,sul1;sul1;sul1;sul2,-,-,-,DHA-1;OXA-1,-,-,-,OXA-48,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,16,12,4,3,3,420,519,3,10,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.25,3,4818,5571068,NA,0,0.004991,0.010314,0.00884965110397175,0.0114419,0.0197565,1,0.0103,BD
GCF_013378235.1,SAMN11514674,Yes,NCBI,NA,NA,3,3,3,3,3,5572414,5572414,5572414,5572414,5572414,5572414,3,5452451,5452451,5452451,1,1,0,4886 + 0 part,4470 + 0 part,693 + 0 part,73 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,3,5452451,5452451,5572414,no,-,ST11,1,2,8,15,ybt 10; ICEKp4,20-2LV,-,0,-,0,-,0,-,0,-,wzi75,KL105,none,Very high,99.99%,,O2v2,O2,none,Very high,98.45%,,aac(3)-IV^;aac(6')-Ib-cr.v2^;aadA2;aph(4)-Ia,-,-,qnrB4,-,mphA,catB3.v2,arr-3,sul1;sul1;sul1;sul2,-,-,-,DHA-1;OXA-1,-,-,-,OXA-48,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,16,12,4,3,3,420,519,3,10,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.25,3,4820,5572414,NA,0,0.004991,0.010314,0.00884965110397175,0.0114419,0.0197565,1,0.0103,BD
GCF_013378295.1,SAMN11514677,Yes,NCBI,NA,NA,3,3,3,3,3,5570080,5570080,5570080,5570080,5570080,5570080,3,5452022,5452022,5452022,1,1,0,4884 + 0 part,4469 + 0 part,692 + 0 part,73 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,3,5452022,5452022,5570080,no,-,ST11,1,2,8,15,ybt 10; ICEKp4,20-2LV,-,0,-,0,-,0,-,0,-,wzi75,KL105,none,Very high,99.99%,,O2v2,O2,none,Very high,98.45%,,aac(3)-IV^;aac(6')-Ib-cr.v2^;aadA2;aph(4)-Ia,-,-,qnrB4,-,mphA,catB3.v2,arr-3,sul1;sul1;sul1;sul2,-,-,-,DHA-1;OXA-1,-,-,-,OXA-48,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,16,12,4,3,3,420,519,3,10,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.25,3,4822,5570080,NA,0,0.004991,0.010314,0.00884965110397175,0.0114419,0.0197565,1,0.0103,BD
GCF_013378315.1,SAMN11514678,Yes,NCBI,NA,NA,3,3,3,3,3,5570144,5570144,5570144,5570144,5570144,5570144,3,5452088,5452088,5452088,1,1,0,4884 + 0 part,4469 + 0 part,692 + 0 part,73 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,3,5452088,5452088,5570144,no,-,ST11,1,2,8,15,ybt 10; ICEKp4,20-2LV,-,0,-,0,-,0,-,0,-,wzi75,KL105,none,Very high,99.99%,,O2v2,O2,none,Very high,98.45%,,aac(3)-IV^;aac(6')-Ib-cr.v2^;aadA2;aph(4)-Ia,-,-,qnrB4,-,mphA,catB3.v2,arr-3,sul1;sul1;sul1;sul2,-,-,-,DHA-1;OXA-1,-,-,-,OXA-48,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,16,12,4,3,3,420,519,3,10,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.25,3,4822,5570144,NA,0,0.004991,0.010314,0.00884965110397175,0.0114419,0.0197565,1,0.0103,BD
GCF_013416035.1,SAMN14168398,Yes,NCBI,NA,NA,3,3,3,3,3,5653261,5653261,5653261,5653261,5653261,5653261,3,5406746,5406746,5406746,1,1,0,4949 + 1 part,4522 + 1 part,705 + 0 part,71 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,3,5406746,5406746,5653261,no,-,ST11,1,0,8,16,ybt 10; ICEKp4,26,-,0,-,0,-,0,-,0,-,wzi75,KL105,-,High,100.00%,KL105_11,O2v2,O2,none,Very high,98.45%,,aac(6')-Ib-cr.v2^;aadA2;aadA2^;aph3-Ia.v1^,-,-,qnrB4,-,mphA,catA1^;catB3.v2,arr-3,sul1;sul1;sul1;sul1,-,-,dfrA12,DHA-1;OXA-1,-,-,-,-,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,16,12,4,3,3,35,33,3,10,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.21,3,4908,5653261,NA,2.38274e-05,0.0042398,0.0100207,0.00848241879252734,0.0112643,0.0189299,1,0.01,BD
GCF_013416055.1,SAMN14168397,Yes,NCBI,NA,NA,2,2,2,2,2,5610273,5610273,5610273,5610273,5610273,5610273,2,5405574,5405574,5405574,1,1,0,4899 + 1 part,4482 + 1 part,703 + 0 part,71 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,2,5405574,5405574,5610273,no,-,ST11,1,0,6,11,ybt 10; ICEKp4,26,-,0,-,0,-,0,-,0,-,wzi75,KL105,none,Perfect,100.00%,,O2v2,O2,none,Very high,98.45%,,aac(6')-Ib-cr.v2^;aadA2,-,-,qnrB4,-,-,catA1^;catB3.v2,arr-3,sul1;sul1;sul1,-,-,-,DHA-1;OXA-1,-,-,-,-,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,16,12,4,3,3,35,33,3,10,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.23,2,4867,5610273,NA,4.76906e-05,0.00417861,0.00989629,0.00838335025293135,0.0111321,0.0189925,1,0.0099,BD
GCF_013416085.1,SAMN14333445,Yes,NCBI,NA,NA,3,3,3,3,2,5559027,5559027,5559027,5559027,5559027,5515610,3,5452021,5452021,5452021,1,1,0,4876 + 0 part,4464 + 0 part,690 + 0 part,73 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,3,5452021,5452021,5559027,no,-,ST11,1,2,8,14,ybt 10; ICEKp4,20-2LV,-,0,-,0,-,0,-,0,-,wzi75,KL105,none,Very high,99.99%,,O2v2,O2,none,Very high,98.45%,,aac(3)-IV^;aac(6')-Ib-cr.v2^;aadA2;aph(4)-Ia,-,-,-,-,mphA,catB3.v2,arr-3,sul1;sul1;sul1;sul2,-,-,-,DHA-1;OXA-1,-,-,-,OXA-48,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,16,12,4,3,3,420,519,3,10,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.27,3,4817,5559027,NA,2.38274e-05,0.00495906,0.0102718,0.00882402008675577,0.0114419,0.0196919,1,0.0103,BD
GCF_013416105.1,SAMN14333446,Yes,NCBI,NA,NA,3,3,3,3,2,5553614,5553614,5553614,5553614,5553614,5516182,3,5452593,5452593,5452593,1,1,0,4872 + 0 part,4459 + 0 part,690 + 0 part,73 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,3,5452593,5452593,5553614,no,-,ST11,1,2,8,12,ybt 10; ICEKp4,20-3LV,-,0,-,0,-,0,-,0,-,wzi75,KL105,none,Very high,99.99%,,O2v2,O2,-,High,98.45%,O1/O2v2_07_kfoC,aac(3)-IV^;aac(6')-Ib-cr.v2^;aadA2;aph(4)-Ia,-,-,-,-,mphA,catB3.v2,arr-3,sul1*;sul1*;sul2,-,-,-,OXA-1,-,-,-,OXA-48,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,16,12,4,3,3,420,519,3,10,9,308,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.27,3,4806,5553614,NA,4.76906e-05,0.00495906,0.010314,0.0088521238692664,0.0114419,0.0197565,1,0.0103,BD
GCF_013416125.1,SAMN14333447,Yes,NCBI,NA,NA,3,3,3,3,3,5532489,5532489,5532489,5532489,5532489,5532489,3,5414429,5414429,5414429,1,1,0,4860 + 0 part,4446 + 0 part,685 + 0 part,72 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,3,5414429,5414429,5532489,no,-,ST11,1,2,8,12,ybt 10; ICEKp4,20-2LV,-,0,-,0,-,0,-,0,-,wzi75,KL105,none,Very high,99.99%,,O2v2,O2,none,Very high,98.45%,,aac(6')-Ib-cr.v2^;aadA2,-,-,qnrB4,-,mphA,catB3.v2,arr-3,sul1;sul1;sul1,-,-,-,DHA-1;OXA-1,-,-,-,OXA-48,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,16,12,4,3,3,420,519,3,10,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.3,3,4801,5532489,NA,0.000143503,0.00483188,0.0101459,0.00870940614854192,0.0113086,0.0194991,1,0.0101,BD
GCF_013423825.1,SAMN15511588,Yes,NCBI,NA,NA,7,3,3,3,3,5724053,5724053,5709419,5709419,5709419,5709419,7,5513322,5513322,5513322,1,1,0,5032 + 0 part,4586 + 0 part,709 + 0 part,70 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,7,5513322,5513322,5724053,no,-,ST11,0,1,11,23,-,0,-,0,-,0,-,0,-,0,-,wzi385,KL111,none,Very high,99.61%,,O3b,O3b,none,Very high,98.76%,,aac(3)-IId^;aac(6')-Ib-cr.v2;aadA16*;aph3-Ia.v1;armA;strA.v1^;strB.v1,mcr-8.1*,-,qnrB4*,-,mphA;mphE.v2;msrE,floR.v1*,arr-3,sul1;sul1;sul2*,tet(A).v1,-,dfrA27,DHA-1;TEM-1;TEM-1D.v1^,-,CTX-M-3,-,-,SHV-11.v1,35Q,OmpK35-37%,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.13,7,4990,5724053,NA,0.00271444,0.00518381,0.0107405,0.00936668389884569,0.011984,0.0191812,1,0.0107,BD
GCF_014041505.2,SAMN15649164,Yes,NCBI,NA,NA,5,5,4,3,3,5827444,5827444,5827444,5821849,5811789,5811789,5,5464472,5464472,5464472,1,1,0,5114 + 1 part,4654 + 1 part,721 + 0 part,68 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,5,5464472,5464472,5827444,no,-,ST11,1,2,9,17,ybt 9; ICEKp3,503,-,0,-,0,-,0,-,0,-,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA2;rmtB;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^;TEM-1D.v1^,-,CTX-M-15;CTX-M-65,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.08,5,5061,5827444,NA,0.000656154,0.0054687175,0.0104835,0.00909679145527035,0.011621,0.0192445,1,0.0105,BD
